<4>[  371.763916] C0 [  adafs_flusher] [adafs] No transaction flushed: l_begin=0, l_head=0, l_end=0
<6>[  374.387390] C0 [             cp] [adafs-stat] on write new: staleness=110592, merged=0, len=27
<6>[  374.387451] C0 [             cp] [adafs-stat] on write new: staleness=114688, merged=0, len=28
<6>[  374.387512] C0 [             cp] [adafs-stat] on write new: staleness=118784, merged=0, len=29
<6>[  374.387573] C0 [             cp] [adafs-stat] on write new: staleness=122880, merged=0, len=30
<6>[  374.387634] C0 [             cp] [adafs-stat] on write new: staleness=126976, merged=0, len=31
<6>[  374.387695] C0 [             cp] [adafs-stat] on write new: staleness=131072, merged=0, len=32
<6>[  374.387725] C0 [             cp] [adafs-stat] on write new: staleness=135168, merged=0, len=33
<6>[  374.387786] C0 [             cp] [adafs-stat] on write new: staleness=139264, merged=0, len=34
<6>[  374.387847] C0 [             cp] [adafs-stat] on write new: staleness=143360, merged=0, len=35
<6>[  374.387908] C0 [             cp] [adafs-stat] on write new: staleness=147456, merged=0, len=36
<6>[  374.387969] C0 [             cp] [adafs-stat] on write new: staleness=151552, merged=0, len=37
<6>[  374.388031] C0 [             cp] [adafs-stat] on write new: staleness=155648, merged=0, len=38
<6>[  374.388092] C0 [             cp] [adafs-stat] on write new: staleness=159744, merged=0, len=39
<6>[  374.388153] C0 [             cp] [adafs-stat] on write new: staleness=163840, merged=0, len=40
<6>[  374.388214] C0 [             cp] [adafs-stat] on write new: staleness=167936, merged=0, len=41
<6>[  374.388275] C0 [             cp] [adafs-stat] on write new: staleness=172032, merged=0, len=42
<6>[  374.388305] C0 [             cp] [adafs-stat] on write new: staleness=176128, merged=0, len=43
<6>[  374.388366] C0 [             cp] [adafs-stat] on write new: staleness=180224, merged=0, len=44
<6>[  374.388427] C0 [             cp] [adafs-stat] on write new: staleness=184320, merged=0, len=45
<6>[  374.388488] C0 [             cp] [adafs-stat] on write new: staleness=188416, merged=0, len=46
<6>[  374.388549] C0 [             cp] [adafs-stat] on write new: staleness=192512, merged=0, len=47
<6>[  374.388580] C0 [             cp] [adafs-stat] on write new: staleness=196608, merged=0, len=48
<6>[  374.388641] C0 [             cp] [adafs-stat] on write new: staleness=200704, merged=0, len=49
<6>[  374.388702] C0 [             cp] [adafs-stat] on write new: staleness=204800, merged=0, len=50
<6>[  374.388763] C0 [             cp] [adafs-stat] on write new: staleness=208896, merged=0, len=51
<6>[  374.388824] C0 [             cp] [adafs-stat] on write new: staleness=212992, merged=0, len=52
<6>[  374.388854] C0 [             cp] [adafs-stat] on write new: staleness=217088, merged=0, len=53
<6>[  374.388916] C0 [             cp] [adafs-stat] on write new: staleness=221184, merged=0, len=54
<6>[  374.388977] C0 [             cp] [adafs-stat] on write new: staleness=225280, merged=0, len=55
<6>[  374.389038] C0 [             cp] [adafs-stat] on write new: staleness=229376, merged=0, len=56
<6>[  374.389099] C0 [             cp] [adafs-stat] on write new: staleness=233472, merged=0, len=57
<6>[  374.389190] C0 [             cp] [adafs-stat] on write new: staleness=237568, merged=0, len=58
<6>[  374.389251] C0 [             cp] [adafs-stat] on write new: staleness=241664, merged=0, len=59
<6>[  374.389312] C0 [             cp] [adafs-stat] on write new: staleness=245760, merged=0, len=60
<6>[  374.389373] C0 [             cp] [adafs-stat] on write new: staleness=249856, merged=0, len=61
<6>[  374.389434] C0 [             cp] [adafs-stat] on write new: staleness=253952, merged=0, len=62
<6>[  374.389465] C0 [             cp] [adafs-stat] on write new: staleness=258048, merged=0, len=63
<6>[  374.389526] C0 [             cp] [adafs-stat] on write new: staleness=262144, merged=0, len=64
<6>[  374.389587] C0 [             cp] [adafs-stat] on write new: staleness=262512, merged=0, len=65
<6>[  374.389984] C0 [             cp] [adafs-stat] on write new: staleness=266608, merged=0, len=66
<6>[  374.390075] C0 [             cp] [adafs-stat] on write new: staleness=270704, merged=0, len=67
<6>[  374.390136] C0 [             cp] [adafs-stat] on write new: staleness=274800, merged=0, len=68
<6>[  374.390167] C0 [             cp] [adafs-stat] on write new: staleness=278896, merged=0, len=69
<6>[  374.390228] C0 [             cp] [adafs-stat] on write new: staleness=282992, merged=0, len=70
<6>[  374.390289] C0 [             cp] [adafs-stat] on write new: staleness=287088, merged=0, len=71
<6>[  374.390350] C0 [             cp] [adafs-stat] on write new: staleness=291184, merged=0, len=72
<6>[  374.390380] C0 [             cp] [adafs-stat] on write new: staleness=295280, merged=0, len=73
<6>[  374.390441] C0 [             cp] [adafs-stat] on write new: staleness=299376, merged=0, len=74
<6>[  374.390502] C0 [             cp] [adafs-stat] on write new: staleness=303472, merged=0, len=75
<6>[  374.390563] C0 [             cp] [adafs-stat] on write new: staleness=307568, merged=0, len=76
<6>[  374.390960] C0 [             cp] [adafs-stat] on write new: staleness=311664, merged=0, len=77
<6>[  374.391021] C0 [             cp] [adafs-stat] on write new: staleness=315760, merged=0, len=78
<6>[  374.391082] C0 [             cp] [adafs-stat] on write new: staleness=319856, merged=0, len=79
<6>[  374.391113] C0 [             cp] [adafs-stat] on write new: staleness=323952, merged=0, len=80
<6>[  374.391174] C0 [             cp] [adafs-stat] on write new: staleness=328048, merged=0, len=81
<6>[  374.391235] C0 [             cp] [adafs-stat] on write new: staleness=332144, merged=0, len=82
<6>[  374.391296] C0 [             cp] [adafs-stat] on write new: staleness=336240, merged=0, len=83
<6>[  374.391357] C0 [             cp] [adafs-stat] on write new: staleness=340336, merged=0, len=84
<6>[  374.391387] C0 [             cp] [adafs-stat] on write new: staleness=344432, merged=0, len=85
<6>[  374.391448] C0 [             cp] [adafs-stat] on write new: staleness=348528, merged=0, len=86
<6>[  374.391510] C0 [             cp] [adafs-stat] on write new: staleness=352624, merged=0, len=87
<6>[  374.391571] C0 [             cp] [adafs-stat] on write new: staleness=356720, merged=0, len=88
<6>[  374.391601] C0 [             cp] [adafs-stat] on write new: staleness=360816, merged=0, len=89
<6>[  374.391662] C0 [             cp] [adafs-stat] on write new: staleness=364912, merged=0, len=90
<6>[  374.391723] C0 [             cp] [adafs-stat] on write new: staleness=369008, merged=0, len=91
<6>[  374.391754] C0 [             cp] [adafs-stat] on write new: staleness=373104, merged=0, len=92
<6>[  374.391815] C0 [             cp] [adafs-stat] on write new: staleness=377200, merged=0, len=93
<6>[  374.391876] C0 [             cp] [adafs-stat] on write new: staleness=381296, merged=0, len=94
<6>[  374.391937] C0 [             cp] [adafs-stat] on write new: staleness=385392, merged=0, len=95
<6>[  374.391998] C0 [             cp] [adafs-stat] on write new: staleness=389488, merged=0, len=96
<6>[  374.392059] C0 [             cp] [adafs-stat] on write new: staleness=393584, merged=0, len=97
<6>[  374.392089] C0 [             cp] [adafs-stat] on write new: staleness=397680, merged=0, len=98
<6>[  374.392150] C0 [             cp] [adafs-stat] on write new: staleness=401776, merged=0, len=99
<6>[  374.392211] C0 [             cp] [adafs-stat] on write new: staleness=405872, merged=0, len=100
<6>[  374.392242] C0 [             cp] [adafs-stat] on write new: staleness=409968, merged=0, len=101
<6>[  374.392303] C0 [             cp] [adafs-stat] on write new: staleness=414064, merged=0, len=102
<6>[  374.392364] C0 [             cp] [adafs-stat] on write new: staleness=418160, merged=0, len=103
<6>[  374.392425] C0 [             cp] [adafs-stat] on write new: staleness=422256, merged=0, len=104
<6>[  374.392456] C0 [             cp] [adafs-stat] on write new: staleness=426352, merged=0, len=105
<6>[  374.392517] C0 [             cp] [adafs-stat] on write new: staleness=430448, merged=0, len=106
<6>[  374.392578] C0 [             cp] [adafs-stat] on write new: staleness=434544, merged=0, len=107
<6>[  374.392700] C0 [             cp] [adafs-stat] on write new: staleness=438640, merged=0, len=108
<6>[  374.392761] C0 [             cp] [adafs-stat] on write new: staleness=442736, merged=0, len=109
<6>[  374.392791] C0 [             cp] [adafs-stat] on write new: staleness=446832, merged=0, len=110
<6>[  374.393188] C0 [             cp] [adafs-stat] on write new: staleness=450928, merged=0, len=111
<6>[  374.393249] C0 [             cp] [adafs-stat] on write new: staleness=455024, merged=0, len=112
<6>[  374.393310] C0 [             cp] [adafs-stat] on write new: staleness=459120, merged=0, len=113
<6>[  374.393341] C0 [             cp] [adafs-stat] on write new: staleness=463216, merged=0, len=114
<6>[  374.393402] C0 [             cp] [adafs-stat] on write new: staleness=467312, merged=0, len=115
<6>[  374.393463] C0 [             cp] [adafs-stat] on write new: staleness=471408, merged=0, len=116
<6>[  374.393524] C0 [             cp] [adafs-stat] on write new: staleness=475504, merged=0, len=117
<6>[  374.393585] C0 [             cp] [adafs-stat] on write new: staleness=479600, merged=0, len=118
<6>[  374.393646] C0 [             cp] [adafs-stat] on write new: staleness=483696, merged=0, len=119
<6>[  374.393768] C0 [             cp] [adafs-stat] on write new: staleness=487792, merged=0, len=120
<6>[  374.393829] C0 [             cp] [adafs-stat] on write new: staleness=491888, merged=0, len=121
<6>[  374.393859] C0 [             cp] [adafs-stat] on write new: staleness=495984, merged=0, len=122
<6>[  374.393920] C0 [             cp] [adafs-stat] on write new: staleness=500080, merged=0, len=123
<6>[  374.393981] C0 [             cp] [adafs-stat] on write new: staleness=504176, merged=0, len=124
<6>[  374.394042] C0 [             cp] [adafs-stat] on write new: staleness=508272, merged=0, len=125
<6>[  374.394104] C0 [             cp] [adafs-stat] on write new: staleness=512368, merged=0, len=126
<6>[  374.394165] C0 [             cp] [adafs-stat] on write new: staleness=516464, merged=0, len=127
<6>[  374.394195] C0 [             cp] [adafs-stat] on write new: staleness=520560, merged=0, len=128
<6>[  374.394256] C0 [             cp] [adafs-stat] on write new: staleness=524656, merged=0, len=129
<6>[  374.394317] C0 [             cp] [adafs-stat] on write new: staleness=528752, merged=0, len=130
<6>[  374.394378] C0 [             cp] [adafs-stat] on write new: staleness=532848, merged=0, len=131
<6>[  374.394439] C0 [             cp] [adafs-stat] on write new: staleness=536944, merged=0, len=132
<6>[  374.394470] C0 [             cp] [adafs-stat] on write new: staleness=541040, merged=0, len=133
<6>[  374.394531] C0 [             cp] [adafs-stat] on write new: staleness=545136, merged=0, len=134
<6>[  374.394592] C0 [             cp] [adafs-stat] on write new: staleness=549232, merged=0, len=135
<6>[  374.394653] C0 [             cp] [adafs-stat] on write new: staleness=553328, merged=0, len=136
<6>[  374.394714] C0 [             cp] [adafs-stat] on write new: staleness=557424, merged=0, len=137
<6>[  374.394744] C0 [             cp] [adafs-stat] on write new: staleness=561520, merged=0, len=138
<6>[  374.394805] C0 [             cp] [adafs-stat] on write new: staleness=565616, merged=0, len=139
<6>[  374.394866] C0 [             cp] [adafs-stat] on write new: staleness=569712, merged=0, len=140
<6>[  374.394927] C0 [             cp] [adafs-stat] on write new: staleness=573808, merged=0, len=141
<6>[  374.394989] C0 [             cp] [adafs-stat] on write new: staleness=577904, merged=0, len=142
<6>[  374.395202] C0 [             cp] [adafs-stat] on write new: staleness=582000, merged=0, len=143
<6>[  374.395263] C0 [             cp] [adafs-stat] on write new: staleness=586096, merged=0, len=144
<6>[  374.395324] C0 [             cp] [adafs-stat] on write new: staleness=590192, merged=0, len=145
<6>[  374.395385] C0 [             cp] [adafs-stat] on write new: staleness=594288, merged=0, len=146
<6>[  374.395446] C0 [             cp] [adafs-stat] on write new: staleness=598384, merged=0, len=147
<6>[  374.395507] C0 [             cp] [adafs-stat] on write new: staleness=602480, merged=0, len=148
<6>[  374.395568] C0 [             cp] [adafs-stat] on write new: staleness=606576, merged=0, len=149
<6>[  374.395629] C0 [             cp] [adafs-stat] on write new: staleness=610672, merged=0, len=150
<6>[  374.395690] C0 [             cp] [adafs-stat] on write new: staleness=614768, merged=0, len=151
<6>[  374.395721] C0 [             cp] [adafs-stat] on write new: staleness=618864, merged=0, len=152
<6>[  374.395782] C0 [             cp] [adafs-stat] on write new: staleness=622960, merged=0, len=153
<6>[  374.395843] C0 [             cp] [adafs-stat] on write new: staleness=627056, merged=0, len=154
<6>[  374.395904] C0 [             cp] [adafs-stat] on write new: staleness=631152, merged=0, len=155
<6>[  374.395935] C0 [             cp] [adafs-stat] on write new: staleness=635248, merged=0, len=156
<6>[  374.395996] C0 [             cp] [adafs-stat] on write new: staleness=639344, merged=0, len=157
<6>[  374.396057] C0 [             cp] [adafs-stat] on write new: staleness=643440, merged=0, len=158
<6>[  374.396118] C0 [             cp] [adafs-stat] on write new: staleness=647536, merged=0, len=159
<6>[  374.396179] C0 [             cp] [adafs-stat] on write new: staleness=651632, merged=0, len=160
<6>[  374.396240] C0 [             cp] [adafs-stat] on write new: staleness=655728, merged=0, len=161
<6>[  374.396270] C0 [             cp] [adafs-stat] on write new: staleness=659824, merged=0, len=162
<6>[  374.396331] C0 [             cp] [adafs-stat] on write new: staleness=663920, merged=0, len=163
<6>[  374.396392] C0 [             cp] [adafs-stat] on write new: staleness=668016, merged=0, len=164
<6>[  374.396453] C0 [             cp] [adafs-stat] on write new: staleness=672112, merged=0, len=165
<6>[  374.396484] C0 [             cp] [adafs-stat] on write new: staleness=676208, merged=0, len=166
<6>[  374.396545] C0 [             cp] [adafs-stat] on write new: staleness=680304, merged=0, len=167
<6>[  374.396606] C0 [             cp] [adafs-stat] on write new: staleness=684400, merged=0, len=168
<6>[  374.396667] C0 [             cp] [adafs-stat] on write new: staleness=688496, merged=0, len=169
<6>[  374.396728] C0 [             cp] [adafs-stat] on write new: staleness=692592, merged=0, len=170
<6>[  374.396789] C0 [             cp] [adafs-stat] on write new: staleness=696688, merged=0, len=171
<6>[  374.396820] C0 [             cp] [adafs-stat] on write new: staleness=700784, merged=0, len=172
<6>[  374.396881] C0 [             cp] [adafs-stat] on write new: staleness=704880, merged=0, len=173
<6>[  374.397399] C0 [             cp] [adafs-stat] on write new: staleness=708976, merged=0, len=174
<6>[  374.397460] C0 [             cp] [adafs-stat] on write new: staleness=713072, merged=0, len=175
<6>[  374.397491] C0 [             cp] [adafs-stat] on write new: staleness=717168, merged=0, len=176
<6>[  374.397552] C0 [             cp] [adafs-stat] on write new: staleness=721264, merged=0, len=177
<6>[  374.397613] C0 [             cp] [adafs-stat] on write new: staleness=725360, merged=0, len=178
<6>[  374.397674] C0 [             cp] [adafs-stat] on write new: staleness=729456, merged=0, len=179
<6>[  374.397735] C0 [             cp] [adafs-stat] on write new: staleness=733552, merged=0, len=180
<6>[  374.397766] C0 [             cp] [adafs-stat] on write new: staleness=737648, merged=0, len=181
<6>[  374.397827] C0 [             cp] [adafs-stat] on write new: staleness=741744, merged=0, len=182
<6>[  374.397888] C0 [             cp] [adafs-stat] on write new: staleness=745840, merged=0, len=183
<6>[  374.397949] C0 [             cp] [adafs-stat] on write new: staleness=749936, merged=0, len=184
<6>[  374.398010] C0 [             cp] [adafs-stat] on write new: staleness=754032, merged=0, len=185
<6>[  374.398040] C0 [             cp] [adafs-stat] on write new: staleness=758128, merged=0, len=186
<6>[  374.398101] C0 [             cp] [adafs-stat] on write new: staleness=762224, merged=0, len=187
<6>[  374.398162] C0 [             cp] [adafs-stat] on write new: staleness=766320, merged=0, len=188
<6>[  374.398223] C0 [             cp] [adafs-stat] on write new: staleness=770416, merged=0, len=189
<6>[  374.398284] C0 [             cp] [adafs-stat] on write new: staleness=774512, merged=0, len=190
<6>[  374.398315] C0 [             cp] [adafs-stat] on write new: staleness=778608, merged=0, len=191
<6>[  374.398376] C0 [             cp] [adafs-stat] on write new: staleness=782704, merged=0, len=192
<6>[  374.398437] C0 [             cp] [adafs-stat] on write new: staleness=786800, merged=0, len=193
<6>[  374.398498] C0 [             cp] [adafs-stat] on write new: staleness=790896, merged=0, len=194
<6>[  374.398529] C0 [             cp] [adafs-stat] on write new: staleness=794992, merged=0, len=195
<6>[  374.398590] C0 [             cp] [adafs-stat] on write new: staleness=799088, merged=0, len=196
<6>[  374.398651] C0 [             cp] [adafs-stat] on write new: staleness=803184, merged=0, len=197
<6>[  374.398712] C0 [             cp] [adafs-stat] on write new: staleness=807280, merged=0, len=198
<6>[  374.398773] C0 [             cp] [adafs-stat] on write new: staleness=811376, merged=0, len=199
<6>[  374.398834] C0 [             cp] [adafs-stat] on write new: staleness=815472, merged=0, len=200
<6>[  374.398864] C0 [             cp] [adafs-stat] on write new: staleness=819568, merged=0, len=201
<6>[  374.398956] C0 [             cp] [adafs-stat] on write new: staleness=823664, merged=0, len=202
<6>[  374.398986] C0 [             cp] [adafs-stat] on write new: staleness=827760, merged=0, len=203
<6>[  374.399047] C0 [             cp] [adafs-stat] on write new: staleness=831856, merged=0, len=204
<6>[  374.399108] C0 [             cp] [adafs-stat] on write new: staleness=835952, merged=0, len=205
<6>[  374.399169] C0 [             cp] [adafs-stat] on write new: staleness=840048, merged=0, len=206
<6>[  374.399230] C0 [             cp] [adafs-stat] on write new: staleness=844144, merged=0, len=207
<6>[  374.399291] C0 [             cp] [adafs-stat] on write new: staleness=848240, merged=0, len=208
<6>[  374.399322] C0 [             cp] [adafs-stat] on write new: staleness=852336, merged=0, len=209
<6>[  374.399414] C0 [             cp] [adafs-stat] on write new: staleness=856432, merged=0, len=210
<6>[  374.399444] C0 [             cp] [adafs-stat] on write new: staleness=860528, merged=0, len=211
<6>[  374.399505] C0 [             cp] [adafs-stat] on write new: staleness=864624, merged=0, len=212
<6>[  374.399566] C0 [             cp] [adafs-stat] on write new: staleness=868720, merged=0, len=213
<6>[  374.399627] C0 [             cp] [adafs-stat] on write new: staleness=872816, merged=0, len=214
<6>[  374.399688] C0 [             cp] [adafs-stat] on write new: staleness=876912, merged=0, len=215
<6>[  374.399749] C0 [             cp] [adafs-stat] on write new: staleness=881008, merged=0, len=216
<6>[  374.399780] C0 [             cp] [adafs-stat] on write new: staleness=885104, merged=0, len=217
<6>[  374.399841] C0 [             cp] [adafs-stat] on write new: staleness=889200, merged=0, len=218
<6>[  374.399902] C0 [             cp] [adafs-stat] on write new: staleness=893296, merged=0, len=219
<6>[  374.399963] C0 [             cp] [adafs-stat] on write new: staleness=897392, merged=0, len=220
<6>[  374.400024] C0 [             cp] [adafs-stat] on write new: staleness=901488, merged=0, len=221
<6>[  374.400085] C0 [             cp] [adafs-stat] on write new: staleness=905584, merged=0, len=222
<6>[  374.400115] C0 [             cp] [adafs-stat] on write new: staleness=909680, merged=0, len=223
<6>[  374.400177] C0 [             cp] [adafs-stat] on write new: staleness=913776, merged=0, len=224
<6>[  374.400238] C0 [             cp] [adafs-stat] on write new: staleness=917872, merged=0, len=225
<6>[  374.400299] C0 [             cp] [adafs-stat] on write new: staleness=921968, merged=0, len=226
<6>[  374.400360] C0 [             cp] [adafs-stat] on write new: staleness=926064, merged=0, len=227
<6>[  374.400390] C0 [             cp] [adafs-stat] on write new: staleness=930160, merged=0, len=228
<6>[  374.400451] C0 [             cp] [adafs-stat] on write new: staleness=934256, merged=0, len=229
<6>[  374.400512] C0 [             cp] [adafs-stat] on write new: staleness=938352, merged=0, len=230
<6>[  374.400573] C0 [             cp] [adafs-stat] on write new: staleness=942448, merged=0, len=231
<6>[  374.400634] C0 [             cp] [adafs-stat] on write new: staleness=946544, merged=0, len=232
<6>[  374.400695] C0 [             cp] [adafs-stat] on write new: staleness=950640, merged=0, len=233
<6>[  374.400726] C0 [             cp] [adafs-stat] on write new: staleness=954736, merged=0, len=234
<6>[  374.400787] C0 [             cp] [adafs-stat] on write new: staleness=958832, merged=0, len=235
<6>[  374.400848] C0 [             cp] [adafs-stat] on write new: staleness=962928, merged=0, len=236
<6>[  374.400909] C0 [             cp] [adafs-stat] on write new: staleness=967024, merged=0, len=237
<6>[  374.400970] C0 [             cp] [adafs-stat] on write new: staleness=971120, merged=0, len=238
<6>[  374.401000] C0 [             cp] [adafs-stat] on write new: staleness=975216, merged=0, len=239
<6>[  374.401062] C0 [             cp] [adafs-stat] on write new: staleness=979312, merged=0, len=240
<6>[  374.401123] C0 [             cp] [adafs-stat] on write new: staleness=983408, merged=0, len=241
<6>[  374.401184] C0 [             cp] [adafs-stat] on write new: staleness=987504, merged=0, len=242
<6>[  374.401245] C0 [             cp] [adafs-stat] on write new: staleness=991600, merged=0, len=243
<6>[  374.401306] C0 [             cp] [adafs-stat] on write new: staleness=995696, merged=0, len=244
<6>[  374.401367] C0 [             cp] [adafs-stat] on write new: staleness=999792, merged=0, len=245
<6>[  374.401397] C0 [             cp] [adafs-stat] on write new: staleness=1003888, merged=0, len=246
<6>[  374.401458] C0 [             cp] [adafs-stat] on write new: staleness=1007984, merged=0, len=247
<6>[  374.401519] C0 [             cp] [adafs-stat] on write new: staleness=1012080, merged=0, len=248
<6>[  374.401580] C0 [             cp] [adafs-stat] on write new: staleness=1016176, merged=0, len=249
<6>[  374.401641] C0 [             cp] [adafs-stat] on write new: staleness=1020272, merged=0, len=250
<6>[  374.401672] C0 [             cp] [adafs-stat] on write new: staleness=1024368, merged=0, len=251
<6>[  374.401733] C0 [             cp] [adafs-stat] on write new: staleness=1028464, merged=0, len=252
<6>[  374.401824] C0 [             cp] [adafs-stat] on write new: staleness=1032560, merged=0, len=253
<6>[  374.401885] C0 [             cp] [adafs-stat] on write new: staleness=1036656, merged=0, len=254
<6>[  374.401916] C0 [             cp] [adafs-stat] on write new: staleness=1040752, merged=0, len=255
<6>[  374.401977] C0 [             cp] [adafs-stat] on write new: staleness=1044848, merged=0, len=256
<6>[  374.402038] C0 [             cp] [adafs-stat] on write new: staleness=1048944, merged=0, len=257
<6>[  374.402099] C0 [             cp] [adafs-stat] on write new: staleness=1053040, merged=0, len=258
<6>[  374.402130] C0 [             cp] [adafs-stat] on write new: staleness=1057136, merged=0, len=259
<6>[  374.402221] C0 [             cp] [adafs-stat] on write new: staleness=1061232, merged=0, len=260
<6>[  374.402252] C0 [             cp] [adafs-stat] on write new: staleness=1065328, merged=0, len=261
<6>[  374.402313] C0 [             cp] [adafs-stat] on write new: staleness=1069424, merged=0, len=262
<6>[  374.402374] C0 [             cp] [adafs-stat] on write new: staleness=1073520, merged=0, len=263
<6>[  374.402404] C0 [             cp] [adafs-stat] on write new: staleness=1077616, merged=0, len=264
<6>[  374.402465] C0 [             cp] [adafs-stat] on write new: staleness=1081712, merged=0, len=265
<6>[  374.402526] C0 [             cp] [adafs-stat] on write new: staleness=1085808, merged=0, len=266
<6>[  374.402587] C0 [             cp] [adafs-stat] on write new: staleness=1089904, merged=0, len=267
<6>[  374.402648] C0 [             cp] [adafs-stat] on write new: staleness=1094000, merged=0, len=268
<6>[  374.402679] C0 [             cp] [adafs-stat] on write new: staleness=1098096, merged=0, len=269
<6>[  374.402740] C0 [             cp] [adafs-stat] on write new: staleness=1102192, merged=0, len=270
<6>[  374.402801] C0 [             cp] [adafs-stat] on write new: staleness=1106288, merged=0, len=271
<6>[  374.402862] C0 [             cp] [adafs-stat] on write new: staleness=1110384, merged=0, len=272
<6>[  374.402923] C0 [             cp] [adafs-stat] on write new: staleness=1114480, merged=0, len=273
<6>[  374.402984] C0 [             cp] [adafs-stat] on write new: staleness=1118576, merged=0, len=274
<6>[  374.403045] C0 [             cp] [adafs-stat] on write new: staleness=1122672, merged=0, len=275
<6>[  374.403106] C0 [             cp] [adafs-stat] on write new: staleness=1126768, merged=0, len=276
<6>[  374.403137] C0 [             cp] [adafs-stat] on write new: staleness=1130864, merged=0, len=277
<6>[  374.403198] C0 [             cp] [adafs-stat] on write new: staleness=1134960, merged=0, len=278
<6>[  374.403259] C0 [             cp] [adafs-stat] on write new: staleness=1139056, merged=0, len=279
<6>[  374.403320] C0 [             cp] [adafs-stat] on write new: staleness=1143152, merged=0, len=280
<6>[  374.403381] C0 [             cp] [adafs-stat] on write new: staleness=1147248, merged=0, len=281
<6>[  374.403442] C0 [             cp] [adafs-stat] on write new: staleness=1151344, merged=0, len=282
<6>[  374.403503] C0 [             cp] [adafs-stat] on write new: staleness=1155440, merged=0, len=283
<6>[  374.403533] C0 [             cp] [adafs-stat] on write new: staleness=1159536, merged=0, len=284
<6>[  374.403594] C0 [             cp] [adafs-stat] on write new: staleness=1163632, merged=0, len=285
<6>[  374.403656] C0 [             cp] [adafs-stat] on write new: staleness=1167728, merged=0, len=286
<6>[  374.403717] C0 [             cp] [adafs-stat] on write new: staleness=1171824, merged=0, len=287
<6>[  374.403778] C0 [             cp] [adafs-stat] on write new: staleness=1175920, merged=0, len=288
<6>[  374.403839] C0 [             cp] [adafs-stat] on write new: staleness=1180016, merged=0, len=289
<6>[  374.403900] C0 [             cp] [adafs-stat] on write new: staleness=1184112, merged=0, len=290
<6>[  374.403930] C0 [             cp] [adafs-stat] on write new: staleness=1188208, merged=0, len=291
<6>[  374.403991] C0 [             cp] [adafs-stat] on write new: staleness=1192304, merged=0, len=292
<6>[  374.404052] C0 [             cp] [adafs-stat] on write new: staleness=1196400, merged=0, len=293
<6>[  374.404113] C0 [             cp] [adafs-stat] on write new: staleness=1200496, merged=0, len=294
<6>[  374.404174] C0 [             cp] [adafs-stat] on write new: staleness=1204592, merged=0, len=295
<6>[  374.404235] C0 [             cp] [adafs-stat] on write new: staleness=1208688, merged=0, len=296
<6>[  374.404266] C0 [             cp] [adafs-stat] on write new: staleness=1212784, merged=0, len=297
<6>[  374.404327] C0 [             cp] [adafs-stat] on write new: staleness=1216880, merged=0, len=298
<6>[  374.404388] C0 [             cp] [adafs-stat] on write new: staleness=1220976, merged=0, len=299
<6>[  374.404449] C0 [             cp] [adafs-stat] on write new: staleness=1225072, merged=0, len=300
